Cliffside Caretaker,1
Clockroach,2.5
Cloud of Ash,1.5
Cloudsnake Harrier,3.6
Clutchkeeper,0.1
Coalscrounger,1
Cobalt Waystone,1
Combust,2.5
Combustion Cell,0.1
Common Cause,0.5
Consuming Flames,0.9
Copperhall Blessing,0.8
Copperhall Bracers,3.9
Copperhall Porter,2.5
Core Scavenger,1
Coronal Umbren,1.6
Corrupted Umbren,3.5
Cover of Darkness,1
Crafty Yeti,2.1
"Crill, Merciless Pillager",1.5
"Criva, the Crimson Scythe",1
Crown of Authority,0.4
Crown of Possibilities,1.8
Crownwatch Legionnaire,1.5
Crownwatch Paladin,3
Crownwatch Press-Gang,3.4
Crownwatch Recruiter,1.5
Crownwatch Standard,3.5
Crownwatch Traitor,4.1
"Crunch, the Hoarder",3.5
Cull the Deck,2.4
Cult Aspirant,0.5
"Curiox, Insatiable Seeker",1.4
Cut Ties,3
Daggerclaw Howler,1
Daring Pioneer,2.6
Dark Return,3.5
Dark Wisp,2
Darkclaw Ravager,0.6
Darkveil Agent,2.3
Dashing Rapscallion,3.9
Dawnwalker,1
Daze,0.4
Deepforged Plate,4.5
Deepwood Ranger,2.1
Deft Strike,1.6
Deranged Dinomancer,4
"Derry Cathain, Ripclaw Rider",3.1
Desert Marshal,3.5
Desperado,2.5
Detain,1
Devastating Setback,2.3
Devour,2
Diogo Malaga,4
Direwood Prowler,3.5
Disassembler,1.5
Disciplined Amanera,1.1
Disjunction,0.8
Dispel,3.1
Disrupt,0.5
Divining Rod,0.5
Downfall,1
Dramatist's Mask,0.6
Dreamsnatcher,2.8
Drifter,1.1
Dune Phantom,3
Dusk Raider,2.9
Duskcaller,1
Duskwalker,3.5
"Eilyn, Clan Mother",4.9
Eilyn's Intervention,1.8
Eilyn's Choice,3
Elder's Feather,3
"Elias, the Broken Wing",3.4
Emerald Waystone,1.5
Emerging Colossus,0.5
Encouragement,1
Encroaching Darkness,0
End of Days,0
End of Hostilities,4
End of the Barrel,0
End of the Line,4.1
End of the Story,4.5
Enraged Araktodon,2.5
Entangling Vines,1.4
Entrancer,1
Entrapment,1.5
Ephemeral Wisp,1
"Evelina, Valley Searcher",2.8
Excavate,0.3
Excavation Assistant,1.5
Extinguish,3.5
Factory Quota,0
Fearbinder,0
Fearless Yeti,3
Feed the Flames,0.5
Feln Bloodcaster,3.5
Feln Cauldron,0
Fenris Nightshade,3.6
Feral Spiteling,0.4
Fevered Scout,2
Field Captain,2.4
Fierce Mosaraptor,3.4
Fiery Fissure,2.6
Final Shot,2
Finest Hour,3.4
First Flame,0
First-Frost Shaman,2
Flamebelcher,0.9
Flamefang Charmer,1
Flamestoker,3.8
Flashy Duelist,2
Friendly Wisp,1.3
Frontier Bard,2.9
Frontier Confessor,3.5
Galeprowler,1.1
Gathering Lights,1.1
Gearcruncher,2.8
"Geomar, the Steel Tempest",4
Gift of Battle,0.4
Gleaming Shield,3.3
Gloaming Wisp,0.5
"Gnash, Pridemaster",4
Gorgon Fanatic,3
Gorgon Swiftblade,3
Graceful Calligrapher,2.8
Granite Acolyte,3
Granite Waystone,2
Grasping at Shadows,0.9
Gravemarker Oni,2.1
Gravetender,2
Great-Kiln Titan,4
Grenadin Bellower,3
Grenadin Drone,3
Grenamender,0.5
Grenarender,2.4
Grimy Alp-luachra,2.5
"Grinva, Judge of Battles",2.5
Grit,0.3
Ground Crew,1.1
Groundbreaker,3
Gruanform,1.4
Guard Dog,2.5
Guerrilla Fighter,2
Gun Down,3.1
Hair-Trigger Pistol,2
Hammer of Authority,3.5
Hammer of Might,4.3
Harbinger's Bite,0.5
Harmless Question,0.5
Harsh Rule,4.5
Hatecleaver,1.5
Haunting Scream,0.9
Headsman's Axe,0.9
Heart of the Vault,3.8
Heirloom Blade,1
Helpful Doorbot,0.4
Herald of the Parliament,3
Herald's Song,1
Hero of the People,2.3
Hesitate,0
Hideout Pistol,2.1
Hipshot,2
Hissing Spiketail,1
Holdup,1.1
Honor the Ancestors,0.3
Honored Skyguard,3.8
Hooru Envoy,1.1
Horde Plunderer,2.6
Horrifying Helm,2.3
Hotblood Barbarian,2.8
Huddle Together,0.9
Humble Instructor,2
Iceberg Frontrunner,0.3
Iceberg Hailshrieker,1.9
Iceberg Mason,2.5
Iceberg Scattershot,1.6
Iceberg Warchief,3
Iceknuckle Jotun,1.4
Icespear Chucker,0.3
"Ijin, Imperial Armorer",5
Ijin's Choice,3.5
Illumination Wisp,3
Infinite Hourglass,0.5
Infused Strike,2.6
Initiate of the Sands,2.9
Initiation Bell,1.3
Inquisitor Makto,4.5
Insatiable Serasaur,4
Into the Furnace,2.4
Invoke the Waystones,0
Ironfist Archon,3.6
Ironfist Chancellor,4.5
Ironfist Faithful,1
Ixtun Merchant,3.5
Jawbone Greatsword,4.5
"Jekk, Lone Gun",4.9
Jekk's Choice,3
Jennev Merchant,3.5
Jibbering Jackal,0.6
Jotun Birth Song,1
Jotun Cyclops,3
Jotun Feast-Caller,3.1
Jotun Hurler,3.5
Jotun Punter,3.5
Journey Guide,2
Jump Kick,1.1
"Kaleb, Reborn",3.5
Kaleb's Intervention,0.5
Kaleb's Choice,1
"Katra, the Devoted",4
"Kenna, Shaman of the Scale",4
Kennelmaster,0.5
Kerendon Merchant,3.4
Knifejack,0.9
Knight of Sorrow,3.5
Knight-Chancellor Siraf,4.6
Knucklebones,4.1
Kosul Battlemage,2.8
"Kothon, the Far-Watcher",4.5
"Kyojun, Grand Shugo",3.9
Kyrex Coach Driver,3
Last Rites,0.5
Last Stand at the Gate,3
Lastlight Infusion,0.5
Learned Herbalist,3
Lethrai Bladewhirl,3
Lethrai Darkstalker,3
Lethrai Provocateur,4
Lethrai Secretweaver,2.1
Lethrai Target Caller,3
Library Phoenix,1.1
Lida's Apprentice,3
Light 'em Up,0.5
Light the Fuse,0
Lightning Storm,2.6
Lightning Strike,3
Linebreaker's Shield,4
Lingering Influence,0.9
Living Example,3.5
Living Offering,2.5
Lock Horns,0.5
Long Live the Queen,0.4
Longbarrel,3
Longhorn Treasurer,3.1
Loyal Watchwing,1.4
Lumen Attendant,3.5
Lumen Defender,3.5
Lumen Reclaimer,3.1
Lumen Shepherd,3.4
Lunar Magus,3
Lunging Wisp,0.5
Madness,1
Magenta Wisp,3.5
Magus of Celerity,3.5
Magus of the Mist,4
Manufacture,1.1
Marionette Cross,2.5
Marshal Ironthorn,3.5
Mask Maker,3.1
Mask of Torment,0
Master-at-Arms,3.5
Master's Lesson,0
"Mazag, the Waking Terror",3.8
Means to an End,0
Meditation,0.5
Meditation Trainer,1.3
Memory Dredger,4.5
"Milos Izalio, Heir to Rebellion",2.3
Mind Link,0
Mindfire,0.5
Miner's Canary,2.5
Minotaur Oathkeeper,3
Miris Nightshade,3
Mirror Image,1.8
Mistress of Light,1.5
Mistveil Drake,4.1
Molten Fist,3.4
Moment of Creation,1.1
Momentum Builder,3.5
Moonlight Huntress,2.9
Moonlit Gargoyle,3
Mystic Ascendant,4.5
Nametaker,0.3
"Navani, Warsinger",4.1
"Nightmaw, Sight Unseen",3.6
Nocturnal Creeper,2.5
Nocturnal Kyrex,1.4
Nocturnal Observer,3.5
North-Wind Herald,0.5
"Nostrix, Lord of Visions",4
Novaquake Titan,0.1
Oasis Seeker,3
Obliterate,3.6
Oblivion Spike,2.5
"Obrak, the Feaster",3
On the Hunt,1.5
Oni Eulogist,1.1
Oni Gunwright,1.4
Oni Quartermaster,3
Oni Ronin,3.5
Order of the Spire,3
Ornate Katana,3
Overheat,0.6
Pack Hunt,0.5
Paladin Oathbook,4.5
Parapet Sentry,4
Pathlighter,3
Peacekeeper's Helm,3
Peacekeeper's Prod,3.1
Pearlescent Drake,4
Pensive Lumen,3.5
Petition,1.5
Pit Fighter,1
Plated Demolisher,2.8
Polymorph,3.4
Portent Reader,1
Powderglider,1.5
Powderkeg Rider,1.5
Predator's Instinct,2.5
Predatory Carnosaur,4.5
Premonition Wisp,2.3
Preserver of Dualities,3.5
Primeval Plover,2.6
Privilege of Rank,1.3
Protect,1
Psionic Savant,1.6
Pteriax Hatchling,4
Pyre Elemental,1.4
Pyroknight,3.5
Quicktrigger Outlaw,1.9
Rabid Yeti,1.5
Rain of Frogs,0.3
Rakano Flagbearer,0.5
Rakano Outlaw,4
Rakano Sheriff,4.1
Rambot,0.5
Rampage,2.4
Rampart Arbalest,2.5
Randori,0
Rapid Shot,3
Ravenous Thornbeast,3
Read the Stars,1.1
Reality Shift,1.3
Reality Warden,4
Rebuke,1.5
Recogulator,1
Recombobulate,2.5
Recon Tower,0.9
Recycler,3.5
Reforge,1.1
Refracted Sentinel,3
Regent's Blade,2.6
Reinforced Baton,1.5
Reinvigorate,2.6
Reliquary Raider,3
Renegade Valkyrie,3
Resolute Paladin,1.8
Resurface,0.5
Rhinarc Huntpack,3.6
Righteous Fury,2.5
"Rika, Desert Navigator",2.9
Rilgon's Disciple,3.5
"Rindra, the Duskblade",4
Rindra's Choice,0
Rise to the Challenge,2.4
"Rizahn, Greatbow Master",4.5
Robobuddy,0.9
Rolant's Memorial,1.3
Rooftop Vigilante,4
Rotorcycle,1.6
Royal Guardian,0
Ruination Sledge,3
Ruincrawler Yeti,1.9
Rusty Grenamotive,2.6
Sabotage,0.4
Sack the City,0.5
Saddle Up,2
Safe Return,1.8
Sandbinder Sentinel,3.6
Sandglass Parma,2.4
Sandglass Sentinel,1.8
Sandspout Mirage,1.6
Sandstorm Scarf,1.3
Sandstorm Titan,4
Sanguine Sword,1.4
Savage Denial,0
Scale Seeker,4.1
Scalechannel Sorcerer,2
Scaly Gruan,2.5
Scavenging Spikeback,2.9
Scorpion Wasp,3.5
Scourge of Frosthome,0.3
Scouting Party,2.8
Scrap Heap,0.5
Scrap Hound,2
Scraptank,4.5
Second Sight,1
Seek Power,3
Sewer Sludge,1.1
Shadowlands Guide,2.1
Shadowlands Tyrant,4
Shadowstalker,3
Shamanic Blast,1
Shamebearer,2.1
Shard of the Spire,0.9
Sharpened Reflex,2.5
Shelterwing Rider,3.5
Shepherd's Horn,0
Sheriff Marley,4
Sheriff's Hat,2
Shimmerpack,3.1
Shiver,1.5
Shogun's Scepter,4
Showdown,0.9
Shugo Standard,3.3
"Sigvard, the Last Bastion",1.3
Silverwing Augmentor,1.8
Silverwing Avenger,3.5
Silverwing Commander,4.5
Silverwing Familiar,3.5
Silverwing Purgeleader,3
Silverwing Smith,1.9
"Sindok, Rage Incarnate",3.1
Siphon Vitality,4.4
Siraf's Choice,0
Sirocco Elementalist,1
Sky Crew,2.1
Sky Terror,4.5
Skysnapper,2.9
Slay,4
Sleeping Draught,1.4
Slimespitter Slug,4.5
Slope Sergeant,2.5
Slow,0.5
Slumbering Stone,3
Slushdumper,3
Smuggler's Stash,3.5
Snow Pelting,3.5
Snowcrush Animist,3.6
Snowcrust Yeti,1.5
Snowfort Trumpeter,1.9
Snowrager,1
Solitude,0
Sorrow's Shroud,0.5
Soulbringer,3.5
Soulfire Drake,4
Sparkbot,1.5
Speardiver,3.1
Spire Chaplain,3
Spire Spellsword,0.5
Spiritblade Stalker,3.5
Spiritward Shaman,1
Spitefeeder,0.5
Spiteful Lumen,2
Sporebreath,1.5
Sporefolk,0.3
Staff of Speed,1.5
Staff of Stories,3
Staff of the Arch-Magister,0.5
Stalwart Shield,2
Stand Together,4.3
Starsteel Daisho,3.5
Steelbound Dragon,4
"Stella, the Shotcaller",1.5
Steward of Prophecy,3.4
Steward of the Past,4
Stinging Wind,3
Stonepowder Heretic,1.5
Stonescar Excavator,0
Stonescar Leviathan,2.3
Stonescar Pickaxe,3.5
Stonescar Scrapper,2.9
Stonescar Sneak,4.3
Storm Lynx,3
Strategize,2.8
Strength of Many,2
Strength of the Pack,4.3
Substitute,0.8
Subterranean Sentry,3
Sunken Tower,1.8
Surgeon's Saw,3.5
Swindle,1.6
Sword of the Sky King,3
Sword of Unity,4.9
"Talir, Unbound",2.1
Talir's Intervention,1.9
Talir's Choice,0.5
Tax Collector,1.9
Teacher of Humility,3.1
Teleport,2
Temper,1.3
Temple Shihan,3.9
Temple Standard,1.8
Temporal Distortion,0
Tend the Flock,0.3
Territorial Elf,1
The End is Near,0.1
The Great Parliament,4.5
The Last Word,0.1
The Witching Hour,0
Thief's Pick,3.5
Throne Warden,3.5
"Thudrock, Arctic Artisan",3.4
Thunder Giant,1
Thundering Kerasaur,3.4
Time Flies,0.6
Tinker,1
Tinker Overseer,3.5
Tomb Protector,3.5
Toppletower,1.8
Torch,3.5
"Torgov, Icecap Trader",4
Torrent of Spiders,1
Torrential Downpour,1.6
Town Watchman,1.1
Training Ground,2.9
Tranquil Scholar,3.6
Transmogrifier,0.1
Trick Shot,0.5
Triggerman,2
Tumblebang,1.9
Tundra Explorer,3
Twilight Hermit,1.4
Twinning Ritual,2.1
Umbren Coaxer,1.8
Umbren Deathwatcher,1.1
Umbren Occluder,3.5
Umbren Reaper,3.6
Umbren Thirster,1.8
Unbreakable Alliance,0
Unfinished Business,0
Unpredictable Outlaw,2
Unraveler of Destinies,3.4
Unseen Agent,0.5
Unseen Commando,4.5
Unstable Form,3.5
"Vadius, Clan Father",4
Valkyrie Aspirant,1.4
Valkyrie Enforcer,4.5
Valkyrie Militant,2
Valkyrie Spireguard,4
Vanquish,4
Vanquisher's Blade,4
Vara's Intervention,1
Vara's Choice,2.6
Venomspine Hydra,3.5
Veteran Strategist,3.3
Vicious Highwayman,4
Vile Varmint,1.5
Violent Gust,2
Vital Arcana,1.4
"Vodakhan, Temple Speaker",3.3
Vodakhan's Staff,3.9
Voice of the Speaker,0.9
Void Drummer,2.5
Voyaging Lumen,1.3
Wandering Wisp,0.6
Warpainter,1.6
Warrant Officer,1
Watchful Amanera,3
Water of Life,0.5
Waystone Infuser,4.6
Welding Torch,3.5
West-Wind Herald,2.6
Whirling Duo,4
Whispering Wind,4
Whispers in the Void,1.6
Wild Rider,1.9
Wildfire Censari,2.6
Winchest Merchant,3.5
Wingbrewer,4
Winter's Grasp,2.5
Wisdom of the Elders,1.6
Wisplight,0.4
Won't Be Pretty,0.5
Workshop Forge,0
Workshop Tinker,3
Worldbearer Behemoth,4
Worldjoiner,0.5
Worldpyre Phoenix,4
Wurmcalling,4.5
Wurmic Chanter,1.5
Wurmstone,2.6
Xenan Destroyer,3
Xenan Guardian,3
Xenan Lifespeaker,3.5
Xenan Obelisk,4.5
Yeti Furflinger,2.1
Yeti Sage,2.5
Yeti Snowslinger,2.8
Yeti Spy,0.9
Yeti Troublemaker,2.5
"Zelia, the Vain",4.5
"Zuberi, Outlands Warlord",4
